,,,,,,,,2,40,32,"W
W","09:00-12:00
13:00-16:00","1-B2-29
1-B2-29","อ.สุพร หนูคง
อ.สุพร หนูคง",IMT-1R-RA,,,,,,
060123432,,,Computer Integrated Manufacturing Laboratory,3,0,6,6,1,25,21,"M
M","13:00-16:00
17:00-20:00","1-B2-29
1-B2-29","ผศ.ดร.กิตติมา เลิศศักดิ์วิมาน
ผศ.ดร.กิตติมา เลิศศักดิ์วิมาน",IMT-2R-RA,,,,,,
060123434,,,Special Project II,3,0,6,3,1,25,10,"TH
F","17:00-20:00
17:00-20:00","1-B3-03
1-B3-03","ผศ.ดร.ธณัฏฐ์ยศ สมใจ
ผศ.ดร.ธณัฏฐ์ยศ สมใจ",IMT-2R-RA,,,,,,
060123509,,,Industrial  Plant Design,3,3,0,6,1,25,14,TU,13:00-16:00,1-B2-23,รศ.ดร.อรอุไร แสงสว่าง,IMT-2R-RA,,,,,,
060123512,,,Inventory Management,3,3,0,6,1,25,16,W,09:00-12:00,1-B2-23,อ.ปรียานุช แย้มจินดา,IMT-2R-RA,,,,,,
060123513,,,Industrial Research,3,3,0,6,1,25,19,TH,09:00-12:00,1-B2-06,รศ.ดร.สุนาริน จันทะ,IMT-2R-RA,,,,,,
060133403,,,Manufacturing Processes,3,3,0,6,1,55,40,TU,13:00-16:00,1-B2-04,ผศ.ดร.ณรงค์ฤทธิ์   สนใจธรรม,"IEM-1R-DE-RA
IEM-2R-DE-RA
IEM-2R-DE-RA",,,,,,
060133405,,,Thermofluids,3,3,0,6,1,35,17,F,09:00-12:00,1-B3-03,ผศ.ดร.ธณัฏฐ์ยศ สมใจ,IEM-2R-DE-RA,,,,,,
060133406,,,Computer Programming,3,2,2,5,1,35,32,"W
W","13:00-15:00
15:00-17:00","1-B4-13
1-B4-13","ผศ.ดร.กิตติมา เลิศศักดิ์วิมาน
ผศ.ดร.กิตติมา เลิศศักดิ์วิมาน",IEM-2R-DE-RA,,,,,,
060133410,,,Safety Engineering,3,3,0,6,1,25,18,TU,13:00-16:00,1-B2-22,อ.ดร.มัณยาภรณ์ ภูริปัญญาคุณ,IEM-3R-DE-RA,,,,,,
060133412,,,Industrial Work Study,3,3,0,6,1,35,32,TU,09:00-12:00,1-B2-20,ผศ.ดร.ณัฐนารี สุขเสกสรรค์,IEM-2R-DE-RA,,,,,,
060133416,,,Engineering Economy,3,3,0,6,1,25,25,M,09:00-12:00,1-B2-22,ผศ.ดร.ณัฐนารี สุขเสกสรรค์,IEM-3R-DE-RA,,,,,,
060133417,,,Maintenance Engineering,3,3,0,6,1,35,30,M,09:00-12:00,1-B2-24,ผศ.ดร.ประเสริฐ ศรีบุญจันทร์,"IEM-2R-DE-RA
IEM-2R-DE-RA
IEM-2R-DE-RA
IEM-2R-DE-RA",,,,,,
060133419,,,Computer-Aided Design and Manufacturing,3,2,2,5,1,35,29,"TU
TU","13:00-15:00
15:00-17:00","1-B2-29
1-B2-29","อ.สุพร หนูคง
อ.สุพร หนูคง",IEM-2R-DE-RA,,,,,,
060133420,,,Industrial Cost Analysis and Budgeting,3,3,0,6,1,25,16,M,13:00-16:00,1-B2-22,ผศ.ดร.พิเชฐ พุ่มเกษร,IEM-3R-DE-RA,,,,,,
060133421,,,Mechanical Engineering Labor,1,0,3,1,1,35,13,TU,17:00-20:00,1-B3-03,ผศ.ดร.ธณัฏฐ์ยศ สมใจ,IEM-2R-DE-RA,,,,,,
060133422,,,Industrial Management Laboratory,1,0,3,1,1,50,20,W,13:00-16:00,1-B2-06,อ.ปรียานุช แย้มจินดา,IEM-3R-DE-RA,,,,,,
060133423,,,Industrial Engineering Laboratory,1,0,3,1,1,25,17,TU,09:00-12:00,1-B2-29,รศ.ดร.สุนาริน จันทะ,IEM-3R-DE-RA,,,,,,
060133424,,,Industrial Engineering and Management Seminar,1,0,3,1,1,25,18,TH,13:00-16:00,1-B4-20-B,อ.ดร.มัณยาภรณ์ ภูริปัญญาคุณ,IEM-3R-DE-RA,,,,,,
060133427,,,Industrial Engineering and Management Project II,3,0,6,3,1,25,6,"M
F","17:00-20:00
17:00-20:00","1-B3-10
1-B3-10","อ.ดร.มัณยาภรณ์ ภูริปัญญาคุณ
อ.ดร.มัณยาภรณ์ ภูริปัญญาคุณ",IEM-4R-DE-RA,,,,,,
060133428,,,Pre-Cooperative Education,1,0,2,1,1,10,4,F,13:00-15:00,1-B3-08,ผศ.ดร.พิเชฐ พุ่มเกษร,IEM-3R-DE-RA,,,,,,
060133503,,,Logistics and Supply Chain Management,3,3,0,6,1,25,19,W,09:00-12:00,1-B2-25,รศ.ดร.อรอุไร แสงสว่าง,IEM-3R-DE-RA,,,,,,
060133516,,,Feasibility Study,3,3,0,6,1,25,20,W,09:00-12:00,1-B2-24,อ.ดร.กาญจนา กาญจนสุนทร,IEM-4R-DE-RA,,,,,,
060133520,,,Decision Modeling for Industrial Problems,3,3,0,6,1,25,5,W,17:00-20:00,1-B2-06,รศ.ดร.สุนาริน จันทะ,IEM-4R-DE-RA,,,,,,
,,,,,,,,,,,,,,,,,,,,,
คณะเทคโนโลยีและการจัดการอุตสาหกรรม,,,,,,,,,,,,,ภาควิชาเทคโนโลยีสารสนเทศ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
  รหัสวิชา,,,ชื่อวิชา,หน่วยกิต,,,,ตอน,"จำนวน นศ.
",,วัน,เวลาเรียน,สถานที่,อาจารย์ผู้สอน,กลุ่มนักศึกษา,สอบกลางภาค,,สอบปลายภาค,,,
,,,,รวม,ท.,ป.,ศ.,,เปิด,ลง,,,,,,วัน,เวลา,วัน,เวลา,,
060223115,,,System Analysis and Design,3,3,0,6,1,105,78,TU,13:00-16:00,1-POUNGKAM2,ผศ.พีระศักดิ์ เสรีกุล,"ITI-1R-DE-RA
ITI-1R-DE-RB
ITI-1R-DE-RC",,,,,,
060223116,,,Object-oriented Programing,3,3,0,6,1,5,3,TU,13:00-16:00,1-B3-10,ผศ.นพดล บูรณ์กุศล,"ITI-R-R
ITI-R-R
ITI-R-R
ITI-R-R",,,,,,
060223117,,,Object-oriented Programming Laboratory,1,0,3,1,1,36,29,"TH
 ","09:00-12:00
 ","1-B4-09
 ","ผศ.นพเก้า ทองใบ
ผศ.นพดล บูรณ์กุศล",ITI-1R-DE-RA,,,,,,
,,,,,,,,2,35,32,"TH
 ","13:00-16:00
 ","1-B4-09
 ","ผศ.นพเก้า ทองใบ
ผศ.นพดล บูรณ์กุศล",ITI-1R-DE-RB,,,,,,
,,,,,,,,3,34,19,"F
 ","13:00-16:00
 ","1-B4-09
 ","ผศ.นพเก้า ทองใบ
ผศ.นพดล บูรณ์กุศล",ITI-1R-DE-RC,,,,,,
060223119,,,Data Structure and Algorithm,3,3,0,6,1,105,91,M,09:00-12:00,1-POUNGSAD,อ.ดร.ประดิษฐ์ พิทักษ์เสถียรกุล,"ITI-1R-DE-RA
ITI-1R-DE-RB
ITI-1R-DE-RC",,,,,,
060223122,,,Information Technology Special Project,3,0,7,3,1,5,1,"M
TU","09:00-12:00
08:00-12:00","1-B3-08
1-B3-08","ผศ.นิมิต ศรีคำทา
ผศ.นิมิต ศรีคำทา","ITI-R-R
ITI-R-R",,,,,,
060223126,,,Information Technology Seminar,1,0,3,1,1,70,58,"TH
 ","17:00-20:00
 ","1-POUNGKAM2
 ","อ.พิทย์พิมล ชูรอด
ผศ.ดร.นัฎฐพันธ์ นาคพงษ์","ITI-2R-DE-RA
ITI-2R-DE-RB",,,,,,
060223127,,,Application Program Development for Open-Source Architecture,3,3,0,6,1,39,32,TU,09:00-12:00,1-B4-11,ผศ.นพเก้า ทองใบ,ITI-2R-DE-RA,,,,,,
,,,,,,,,2,40,33,W,09:00-12:00,1-B4-09,ผศ.นพเก้า ทองใบ,ITI-2R-DE-RB,,,,,,
060223128,,,Selected Topics in Information Technology for Industry,3,0,6,3,1,39,31,"W
 
W
 ","09:00-12:00
 
17:00-20:00
 ","1-B4-11
 
1-B4-09
 ","รศ.ดร.ยุพิน สรรพคุณ
อ.พิทย์พิมล ชูรอด
รศ.ดร.ยุพิน สรรพคุณ
อ.พิทย์พิมล ชูรอด",ITI-2R-DE-RA,,,,,,
,,,,,,,,2,31,28,"TU
 
F
 ","13:00-16:00
 
13:00-16:00
 ","1-B4-11
 
1-B4-11
 ","รศ.ดร.ยุพิน สรรพคุณ
อ.พิทย์พิมล ชูรอด
รศ.ดร.ยุพิน สรรพคุณ
อ.พิทย์พิมล ชูรอด",ITI-2R-DE-RB,,,,,,
060223132,,,Object-Oriented Programming,2,2,0,4,1,36,30,W,09:00-11:00,1-B3-04,ผศ.นพดล บูรณ์กุศล,ITI-1R-DE-RA,,,,,,
,,,,,,,,2,35,28,W,13:00-15:00,1-B3-04,ผศ.นพดล บูรณ์กุศล,ITI-1R-DE-RB,,,,,,
,,,,,,,,3,34,20,F,09:00-11:00,1-B3-04,ผศ.นพดล บูรณ์กุศล,ITI-1R-DE-RC,,,,,,
060223135,,,Computer Architecture and Operating System,3,3,0,6,1,105,76,M,13:00-16:00,1-POUNGKAM2,ผศ.นิมิต ศรีคำทา,"ITI-1R-DE-RA
ITI-1R-DE-RB
ITI-1R-DE-RC",,,,,,
060223136,,,Information Technology Project Study,2,0,4,2,1,36,25,"F
 ","08:00-12:00
 ","1-A134
 ","รศ.ดร.ยุพิน สรรพคุณ
อ.พิทย์พิมล ชูรอด",ITI-1R-DE-RA,,,,,,
,,,,,,,,2,35,32,"TH
 ","08:00-12:00
 ","1-A134
 ","ผศ.นิมิต ศรีคำทา
รศ.ดร.ยุพิน สรรพคุณ",ITI-1R-DE-RB,,,,,,
,,,,,,,,3,34,21,"TU
 ","08:00-12:00
 ","1-A134
 ","รศ.ดร.ยุพิน สรรพคุณ
ผศ.นพดล บูรณ์กุศล",ITI-1R-DE-RC,,,,,,
060223138,,,Internet of Thing and Smart System,3,3,0,6,1,40,27,M,17:00-20:00,1-B4-09,ผศ.ดร.นัฎฐพันธ์ นาคพงษ์,"ITI-2R-DE-RA
ITI--",,,,,,
,,,,,,,,2,40,31,M,09:00-12:00,1-B4-11,ผศ.ดร.นัฎฐพันธ์ นาคพงษ์,"ITI-2R-DE-RB
ITI--",,,,,,
060223139,,,Internet of Thing and Smart System Laboratory,1,0,3,1,1,40,27,"TU
 ","17:00-20:00
 ","1-B4-09
 ","รศ.ดร.ยุพิน สรรพคุณ
ผศ.ดร.นัฎฐพันธ์ นาคพงษ์","ITI-2R-DE-RA
ITI--",,,,,,
,,,,,,,,2,45,29,"M
 ","13:00-16:00
 ","1-B4-11
 ","รศ.ดร.ยุพิน สรรพคุณ
ผศ.ดร.นัฎฐพันธ์ นาคพงษ์",ITI-2R-DE-RB,,,,,,
060223233,,,Application Program Development for Mobile Devices,3,3,0,6,1,40,29,TU,13:00-16:00,1-B4-13,ผศ.นพเก้า ทองใบ,ITI-2R-DE-RA,,,,,,
,,,,,,,,2,40,30,F,09:00-12:00,1-B4-13,ผศ.นพเก้า ทองใบ,ITI-2R-DE-RB,,,,,,
060233105,,,Computer Programming Laboratory,1,0,3,1,1,16,11,TU,13:00-16:00,1-B4-01-A,ผศ.ดร.วันทนี ประจวบศุภกิจ,INE-R-,,,,,,
060233106,,,Information and Network Engi,3,2,2,5,1,40,15,"W
W","08:00-10:00
10:00-12:00","1-B4-17
1-B4-17","อ.การุณย์ อินทวาส
อ.การุณย์ อินทวาส",INE-2R-DE-RA,,,,,,
,,,,,,,,2,40,31,"TU
TU","13:00-15:00
15:00-17:00","1-B4-17
1-B4-17","อ.การุณย์ อินทวาส
อ.การุณย์ อินทวาส",INET-1R-DE-RA,,,,,,
,,,,,,,,3,40,17,"TU
TU","08:00-10:00
10:00-12:00","1-B4-17
1-B4-17","อ.การุณย์ อินทวาส
อ.การุณย์ อินทวาส",INET-1R-DE-RB,,,,,,
060233107,,,Database System,3,3,0,6,1,12,10,M,09:00-12:00,1-B2-20,ผศ.ดร.พาฝัน ดวงไพศาล,INE-2R-DE-RA,,,,,,
060233108,,,Data Communication and Computer Network,3,3,0,6,1,60,51,TU,09:00-12:00,1-B2-03,อ.ดร.วัชรชัย คงศิริวัฒนา,INE-1R-DE-RA,,,,,,
060233110,,,Problem Solving and Algorithm,3,3,0,6,1,5,3,TU,09:00-12:00,1-B4-03,ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ ,INE-R-DE-R,,,,,,
060233111,,,Computer Architecture and Operating System,3,3,0,6,1,40,20,M,13:00-16:00,1-B2-02,ผศ.ดร.ขนิษฐา นามี,"INE-2R-DE-RA
INET-2R-DE-RA",,,,,,
,,,,,,,,2,50,46,M,09:00-12:00,1-B2-02,ผศ.ดร.ขนิษฐา นามี,"INET-1R-DE-RA
INET-1R-DE-RB",,,,,,
060233114,,,Statistics for Data Engineers and Scientists,3,3,0,6,1,50,41,TH,13:00-16:00,1-B2-03,อ.ดร.กาญจน์ ณ ศรีธะ,"INET-1R-DE-RA
INET-1R-DE-RB",,,,,,
,,,,,,,,2,9,7,F,09:00-12:00,1-B2-02,อ.ดร.กาญจน์ ณ ศรีธะ,INET-2R-DE-RA,,,,,,
060233116,,,Problem Solving and Algorithm,3,2,2,5,1,50,45,"TU
TU","13:00-15:00
15:00-17:00","1-B4-01-B
1-B4-01-B","ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ 
ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ ",INE-1R-DE-RA,,,,,,
,,,,,,,,2,35,29,"M
M","13:00-15:00
15:00-17:00","1-B4-16
1-B4-16","ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ 
ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ ",INET-1R-DE-RA,,,,,,
,,,,,,,,3,20,16,"F
F","08:00-10:00
10:00-12:00","1-B4-01-A
1-B4-01-A","ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ 
ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ ",INET-1R-DE-RB,,,,,,
060233117,,,Electronics and Digital Circuit,3,2,2,5,1,50,45,"W
W","08:00-10:00
10:00-12:00","1-A134
1-A134","ผศ.นิมิต ศรีคำทา
ผศ.นิมิต ศรีคำทา",INE-1R-DE-RA,,,,,,
060233202,,,Network Engineering Laboratory II,1,0,3,1,1,21,17,"TU
 ","09:00-12:00
 ","1-B4-15
 ","ผศ.นิติการ นาคเจือทอง
อ.ดร.ศรายุทธ ธเนศสกุลวัฒนา","INE-2R-DE-RA
INET-2R-DE-RA",,,,,,
060233206,,,Fundamental of Network Management and Tools,3,3,0,6,1,26,22,TU,17:00-20:00,1-B4-15,ผศ.ดร.ขนิษฐา นามี,"INE-3R-DE-RA
INET-2R-DE-RA",,,,,,
060233207,,,Applied Machine Learning,3,2,2,5,1,26,22,"M
M","08:00-10:00
10:00-12:00","1-B4-01-A
1-B4-01-A","ผศ.ดร.วันทนี ประจวบศุภกิจ
ผศ.ดร.วันทนี ประจวบศุภกิจ","INE-3R-DE-RA
INET-2R-DE-RA",,,,,,
060233208,,,Cyber Security,3,3,0,6,1,24,20,TH,17:00-20:00,1-B4-15,ผศ.ดร.ขนิษฐา นามี,"INE-3R-DE-RA
INET-3R-DE-RA",,,,,,
060233209,,,Mobile Application Development,3,3,0,6,1,26,21,TH,09:00-12:00,1-B4-13,ผศ.นิติการ นาคเจือทอง,"INE-3R-DE-RA
INET-2R-DE-RA",,,,,,
060233210,,,Principle of Telecommunication,3,3,0,6,1,17,13,W,09:00-12:00,1-B4-15,อ.ดร.วัชรชัย คงศิริวัฒนา,INE-3R-DE-RA,,,,,,
060233309,,,Software Defined Networks,3,3,0,6,1,24,20,TH,13:00-16:00,1-B4-15,อ.ดร.วัชรชัย คงศิริวัฒนา,"INE-3R-DE-RA
INET-3R-DE-RA",,,,,,
060233401,,,Information and Network Engineering Project I,3,0,6,3,1,7,7,"M
TU","09:00-12:00
13:00-16:00","1-B2-11
1-B2-11","ผศ.นิติการ นาคเจือทอง
ผศ.นิติการ นาคเจือทอง",INET-3R-DE-RA,,,,,,
060233402,,,Information and Network Engineering Project II,3,0,6,3,1,14,4,"M
F","09:00-12:00
09:00-12:00","1-B3-10
1-B2-11","อ.ดร.ศรายุทธ ธเนศสกุลวัฒนา
อ.ดร.ศรายุทธ ธเนศสกุลวัฒนา",INE-4R-DE-RA,,,,,,
060233501,,,Co-operative Education Preparation,2,2,0,4,1,17,5,M,13:00-15:00,1-B2-11,ผศ.นิติการ นาคเจือทอง,INE-3R-DE-RA,,,,,,
060233502,,,Co-Operative Education,6,0,540,0,1,14,9,"M
TU
W
TH
F","08:00-17:00
08:00-17:00
08:00-17:00
08:00-17:00
08:00-17:00"," 
 
 
 
 ",,INE-4R-DE-RA,,,,,,
060243104,,,Object-oriented Programming,3,2,2,5,1,40,36,"TU
TU","08:00-10:00
10:00-12:00","1-B4-16
1-B4-16","ผศ.สมชัย เชียงพงศ์พันธุ์
ผศ.สมชัย เชียงพงศ์พันธุ์",IT-1R-DE-RA,,,,,,
,,,,,,,,2,40,34,"TU
TU","13:00-15:00
15:00-17:00","1-B4-16
1-B4-16","ผศ.สมชัย เชียงพงศ์พันธุ์
ผศ.สมชัย เชียงพงศ์พันธุ์",IT-1R-DE-RB,,,,,,
,,,,,,,,3,40,38,"TH
TH","08:00-10:00
10:00-12:00","1-B4-16
1-B4-16","ผศ.สมชัย เชียงพงศ์พันธุ์
ผศ.สมชัย เชียงพงศ์พันธุ์",IT-1R-DE-RC,,,,,,
,,,,,,,,4,40,29,"TH
TH","13:00-15:00
15:00-17:00","1-B4-16
1-B4-16","ผศ.สมชัย เชียงพงศ์พันธุ์
ผศ.สมชัย เชียงพงศ์พันธุ์",IT-1R-DE-RD,,,,,,
060243105,,,Fundamental of Graphic Design,3,2,2,5,1,40,37,"TU
TU","13:00-15:00
15:00-17:00","1-B4-08
1-B4-08","ผศ.ดร.บีสุดา ดาวเรือง
ผศ.ดร.บีสุดา ดาวเรือง",IT-1R-DE-RA,,,,,,
,,,,,,,,2,40,37,"TU
TU","08:00-10:00
10:00-12:00","1-B4-08
1-B4-08","ผศ.ดร.บีสุดา ดาวเรือง
ผศ.ดร.บีสุดา ดาวเรือง",IT-1R-DE-RB,,,,,,
,,,,,,,,3,33,31,"W
W","08:00-10:00
10:00-12:00","1-B4-08
1-B4-08","ผศ.ดร.บีสุดา ดาวเรือง
ผศ.ดร.บีสุดา ดาวเรือง",IT-1R-DE-RC,,,,,,
,,,,,,,,4,31,27,"TH
TH","08:00-10:00
10:00-12:00","1-B4-08
1-B4-08","ผศ.ดร.บีสุดา ดาวเรือง
ผศ.ดร.บีสุดา ดาวเรือง",IT-1R-DE-RD,,,,,,
060243110,,,Javascript Programming,3,2,2,5,1,40,22,"TU
TU","08:00-10:00
10:00-12:00","1-B4-01-A
1-B4-01-A","รศ.ดร.อนิราช มิ่งขวัญ
รศ.ดร.อนิราช มิ่งขวัญ","IT-2R-RA
IT-2R-RB",,,,,,
,,,,,,,,2,40,23,"TH
TH","08:00-10:00
10:00-12:00","1-B4-01-A
1-B4-01-A","รศ.ดร.อนิราช มิ่งขวัญ
รศ.ดร.อนิราช มิ่งขวัญ",IT-2R-RB,,,,,,
,,,,,,,,3,40,34,"W
W","08:00-10:00
10:00-12:00","1-B4-01-A
1-B4-01-A","รศ.ดร.อนิราช มิ่งขวัญ
รศ.ดร.อนิราช มิ่งขวัญ",IT-2R-RC,,,,,,
060243111,,,Software Engineering,3,3,0,6,1,71,65,M,09:00-12:00,1-B4-21,ผศ.สุปีติ กุลจันทร์,"IT-2R-RA
IT-2R-RB
IT-2R-RC",,,,,,
060243112,,,System Analysis and Design,3,3,0,6,1,71,65,TH,17:00-20:00,1-B4-21,ผศ.พีระศักดิ์ เสรีกุล,"IT-2R-RA
IT-2R-RB
IT-2R-RC",,,,,,
060243113,,,Web Programming,3,2,2,5,1,40,33,"M
M","13:00-15:00
15:00-17:00","1-B4-09
1-B4-09","ผศ.ดร.พาฝัน ดวงไพศาล
ผศ.ดร.พาฝัน ดวงไพศาล","IT-2R-RA
IT-2R-RC",,,,,,
,,,,,,,,2,40,34,"TU
TU","08:00-10:00
10:00-12:00","1-B4-09
1-B4-09","ผศ.ดร.พาฝัน ดวงไพศาล
ผศ.ดร.พาฝัน ดวงไพศาล","IT-2R-RB
IT-2R-RC",,,,,,
060243117,,,Unix Operating System,3,2,2,5,1,24,12,"TU
TU
 ","08:00-10:00
10:00-12:00
 ","1-B4-01-B
1-B4-01-B
 ","อ.ดร.ศิรินทรา แว่วศรี
อ.ดร.ศิรินทรา แว่วศรี
อ.ดร.กาญจน์ ณ ศรีธะ",IT-3R-RA,,,,,,
,,,,,,,,2,20,18,"W
W
 ","08:00-10:00
10:00-12:00
 ","1-B4-01-B
1-B4-01-B
 ","อ.ดร.ศิรินทรา แว่วศรี
อ.ดร.ศิรินทรา แว่วศรี
อ.ดร.กาญจน์ ณ ศรีธะ",IT-3R-RB,,,,,,
,,,,,,,,3,40,35,"TU
TU
 ","13:00-15:00
15:00-17:00
 ","1-B4-09
1-B4-09
 ","อ.ดร.ศิรินทรา แว่วศรี
อ.ดร.ศิรินทรา แว่วศรี
อ.ดร.กาญจน์ ณ ศรีธะ",IT-3R-RC,,,,,,
060243118,,,Mobile Application Development,3,2,2,5,1,40,37,"F
F","08:00-10:00
10:00-12:00","1-B4-01-B
1-B4-01-B","ผศ.สมชัย เชียงพงศ์พันธุ์
ผศ.สมชัย เชียงพงศ์พันธุ์","IT-3R-RA
IT-3R-RC
IT-3R-RB",,,,,,
,,,,,,,,2,40,32,"F
F","13:00-15:00
15:00-17:00","1-B4-01-B
1-B4-01-B","ผศ.สมชัย เชียงพงศ์พันธุ์
ผศ.สมชัย เชียงพงศ์พันธุ์","IT-3R-RB
IT-3R-RC
IT-3R-RA",,,,,,
060243119,,,Information Technology Project Management,3,3,0,6,1,40,27,W,09:00-12:00,1-B4-13,ผศ.สิวาลัย จินเจือ,"IT-3R-RA
IT-3R-RC
IT-3R-R",,,,,,
,,,,,,,,2,40,34,TU,09:00-12:00,1-B4-13,ผศ.สิวาลัย จินเจือ,"IT-3R-RB
IT-3R-RC
IT-3-R",,,,,,
060243202,,,Information Technology Project I,3,0,6,3,1,1,1,"TH
TH","09:00-12:00
13:00-16:00","1-B4-15
1-B3-10","ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ 
ผศ.ดร.สุพาภรณ์  ซิ้มเจริญ ",IT-R-,,,,,,
060243203,,,Information Technology Project II,3,0,6,3,1,73,5,"W
 
TU
 ","17:00-20:00
 
17:00-20:00
 "," 
 
1-B4-21
 ","ผศ.สิวาลัย จินเจือ
อ.ดร.กาญจน์ ณ ศรีธะ
ผศ.สิวาลัย จินเจือ
อ.ดร.กาญจน์ ณ ศรีธะ","IT-4R-RA
IT-4R-RB
IT-4R-RC",,,,,,
060243302,,,Co-Operative Education,6,0,540,0,1,73,49,"M
TU
W
TH
F","08:00-17:00
08:00-17:00
08:00-17:00
08:00-17:00
08:00-17:00"," 
 
 
 
 ",,"IT-4R-RA
IT-4R-RB
IT-4R-RC",,,,,,
060243407,,,Machine Learning,3,3,0,6,1,18,16,TH,13:00-16:00,1-B4-01-A,ผศ.ดร.วันทนี ประจวบศุภกิจ,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243408,,,Cloud Application Development,3,3,0,6,1,18,16,M,13:00-16:00,1-B4-01-B,อ.ดร.ศรายุทธ ธเนศสกุลวัฒนา,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243504,,,Advanced Database Design and Implementation,3,3,0,6,1,27,26,TH,13:00-16:00,1-B4-01-B,อ.ดร.ประดิษฐ์ พิทักษ์เสถียรกุล,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243505,,,Software Testing,3,3,0,6,1,27,25,M,13:00-16:00,1-B2-12,ผศ.สุปีติ กุลจันทร์,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243603,,,3d Modeling and Animation,3,3,0,6,1,16,14,M,13:00-16:00,1-B4-08,ผศ.อรบุษป์ วุฒิกมลชัย,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243605,,,Web Design,3,3,0,6,1,16,15,TH,13:00-16:00,1-B4-08,ผศ.อรบุษป์ วุฒิกมลชัย,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243705,,,Business Intelligence System,3,3,0,6,1,7,5,TH,13:00-16:00,1-B4-03,ผศ.สิวาลัย จินเจือ,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
060243716,,,Selected Topics in Digital Business,3,3,0,6,1,7,5,M,13:00-16:00,1-B2-20,อ.ดร.ประดิษฐ์ พิทักษ์เสถียรกุล,"IT-3R-RA
IT-3R-RB
IT-3R-RC",,,,,,
,,,,,,,,,,,,,,,,,,,,,
คณะเทคโนโลยีและการจัดการอุตสาหกรรม,,,,,,,,,,,,,ภาควิชาการออกแบบและบริหารงานก่อสร้าง,,,,,,,,
